,Method,Slice,Violation_gap
1557,ADSS,Critical Slice,21.55187355519999
1558,ADSS,Performance Slice,93.648899922944
1559,ADSS,Business Slice,92.95236713332
1560,Optimal ILP,Critical Slice,0.0
1561,Optimal ILP,Performance Slice,0.0
1562,Optimal ILP,Business Slice,0.0
1563,BestCQI,Critical Slice,100.0
1564,BestCQI,Performance Slice,100.0
1565,BestCQI,Business Slice,79.199959396672
1566,NVS,Critical Slice,11.769372913066666
1567,NVS,Performance Slice,63.71633120087681
1568,NVS,Business Slice,67.97207138956
1569,Proposed_HSRS,Critical Slice,0.0
1570,Proposed_HSRS,Performance Slice,0.0
1571,Proposed_HSRS,Business Slice,31.101099595455995
1572,ADSS,Critical Slice,57.3269786048
1573,ADSS,Performance Slice,78.296018639232
1574,ADSS,Business Slice,61.78052504334399
1575,Optimal ILP,Critical Slice,0.0
1576,Optimal ILP,Performance Slice,0.023015268586028967
1577,Optimal ILP,Business Slice,3.6129118036320005
1578,BestCQI,Critical Slice,100.0
1579,BestCQI,Performance Slice,100.0
1580,BestCQI,Business Slice,100.0
1581,NVS,Critical Slice,0.0
1582,NVS,Performance Slice,67.29672614308481
1583,NVS,Business Slice,69.117047172616
1584,Proposed_HSRS,Critical Slice,0.0
1585,Proposed_HSRS,Performance Slice,0.0
1586,Proposed_HSRS,Business Slice,66.57206853327999
1587,ADSS,Critical Slice,74.97937483946666
1588,ADSS,Performance Slice,74.37878584719999
1589,ADSS,Business Slice,92.1417835486
1590,Optimal ILP,Critical Slice,0.0
1591,Optimal ILP,Performance Slice,0.0
1592,Optimal ILP,Business Slice,0.0
1593,BestCQI,Critical Slice,100.0
1594,BestCQI,Performance Slice,100.0
1595,BestCQI,Business Slice,100.0
1596,NVS,Critical Slice,0.0
1597,NVS,Performance Slice,61.176079281088
1598,NVS,Business Slice,64.88952572887601
1599,Proposed_HSRS,Critical Slice,0.0
1600,Proposed_HSRS,Performance Slice,0.0
1601,Proposed_HSRS,Business Slice,0.0
1602,ADSS,Critical Slice,100.0
1603,ADSS,Performance Slice,54.799205888799996
1604,ADSS,Business Slice,58.181693725920006
1605,Optimal ILP,Critical Slice,0.0
1606,Optimal ILP,Performance Slice,0.0
1607,Optimal ILP,Business Slice,0.0
1608,BestCQI,Critical Slice,100.0
1609,BestCQI,Performance Slice,92.157445
1610,BestCQI,Business Slice,100.0
1611,NVS,Critical Slice,33.43510376533334
1612,NVS,Performance Slice,64.88345863152641
1613,NVS,Business Slice,68.06237136788799
1614,Proposed_HSRS,Critical Slice,0.0
1615,Proposed_HSRS,Performance Slice,0.0
1616,Proposed_HSRS,Business Slice,54.940299682144
1617,ADSS,Critical Slice,42.74729182720001
1618,ADSS,Performance Slice,76.499425
1619,ADSS,Business Slice,66.7583125
1620,Optimal ILP,Critical Slice,0.0
1621,Optimal ILP,Performance Slice,0.0
1622,Optimal ILP,Business Slice,4.701449956655993
1623,BestCQI,Critical Slice,100.0
1624,BestCQI,Performance Slice,100.0
1625,BestCQI,Business Slice,73.88883793126
1626,NVS,Critical Slice,0.0
1627,NVS,Performance Slice,66.24360235551998
1628,NVS,Business Slice,72.77384443914401
1629,Proposed_HSRS,Critical Slice,0.0
1630,Proposed_HSRS,Performance Slice,0.0
1631,Proposed_HSRS,Business Slice,92.979174942208
1632,ADSS,Critical Slice,0.0
1633,ADSS,Performance Slice,91.83913741331202
1634,ADSS,Business Slice,53.153347629159995
1635,Optimal ILP,Critical Slice,0.0
1636,Optimal ILP,Performance Slice,0.0
1637,Optimal ILP,Business Slice,0.0
1638,BestCQI,Critical Slice,100.0
1639,BestCQI,Performance Slice,77.828528190016
1640,BestCQI,Business Slice,69.2062891528
1641,NVS,Critical Slice,0.0
1642,NVS,Performance Slice,70.5621998208448
1643,NVS,Business Slice,67.816515531088
1644,Proposed_HSRS,Critical Slice,0.0
1645,Proposed_HSRS,Performance Slice,0.0
1646,Proposed_HSRS,Business Slice,10.315168316559998
1647,ADSS,Critical Slice,0.0
1648,ADSS,Performance Slice,100.0
1649,ADSS,Business Slice,59.776993735552
1650,Optimal ILP,Critical Slice,0.0
1651,Optimal ILP,Performance Slice,0.0
1652,Optimal ILP,Business Slice,0.0
1653,BestCQI,Critical Slice,100.0
1654,BestCQI,Performance Slice,100.0
1655,BestCQI,Business Slice,96.304754698336
1656,NVS,Critical Slice,0.0
1657,NVS,Performance Slice,61.864616757971206
1658,NVS,Business Slice,71.229926055388
1659,Proposed_HSRS,Critical Slice,0.0
1660,Proposed_HSRS,Performance Slice,0.0
1661,Proposed_HSRS,Business Slice,74.603124754384
1662,ADSS,Critical Slice,0.0
1663,ADSS,Performance Slice,79.66556853328
1664,ADSS,Business Slice,75.48072799737598
1665,Optimal ILP,Critical Slice,0.0
1666,Optimal ILP,Performance Slice,0.0
1667,Optimal ILP,Business Slice,0.0
1668,BestCQI,Critical Slice,100.0
1669,BestCQI,Performance Slice,97.88843125619199
1670,BestCQI,Business Slice,100.0
1671,NVS,Critical Slice,0.0
1672,NVS,Performance Slice,65.882966723296
1673,NVS,Business Slice,69.8496764722
1674,Proposed_HSRS,Critical Slice,0.0
1675,Proposed_HSRS,Performance Slice,0.0
1676,Proposed_HSRS,Business Slice,60.83378564492799
1677,ADSS,Critical Slice,0.0
1678,ADSS,Performance Slice,100.0
1679,ADSS,Business Slice,59.04800935814399
1680,Optimal ILP,Critical Slice,0.0
1681,Optimal ILP,Performance Slice,0.03395966735328994
1682,Optimal ILP,Business Slice,1.7956242530639928
1683,BestCQI,Critical Slice,100.0
1684,BestCQI,Performance Slice,92.289025024768
1685,BestCQI,Business Slice,75.057094213768
1686,NVS,Critical Slice,0.0
1687,NVS,Performance Slice,61.32958926952959
1688,NVS,Business Slice,71.60417726248001
1689,Proposed_HSRS,Critical Slice,0.0
1690,Proposed_HSRS,Performance Slice,0.0
1691,Proposed_HSRS,Business Slice,61.063768504384
1692,ADSS,Critical Slice,0.0
1693,ADSS,Performance Slice,100.0
1694,ADSS,Business Slice,68.128332743872
1695,Optimal ILP,Critical Slice,0.0
1696,Optimal ILP,Performance Slice,0.0
1697,Optimal ILP,Business Slice,0.0
1698,BestCQI,Critical Slice,100.0
1699,BestCQI,Performance Slice,100.0
1700,BestCQI,Business Slice,66.742792285024
1701,NVS,Critical Slice,0.0
1702,NVS,Performance Slice,67.9254399075328
1703,NVS,Business Slice,68.61933900832
1704,Proposed_HSRS,Critical Slice,0.0
1705,Proposed_HSRS,Performance Slice,65.540673231616
1706,Proposed_HSRS,Business Slice,24.26651833100799
1707,ADSS,Critical Slice,0.0
1708,ADSS,Performance Slice,100.0
1709,ADSS,Business Slice,60.05824070928
1710,Optimal ILP,Critical Slice,0.0
1711,Optimal ILP,Performance Slice,0.051498262144512134
1712,Optimal ILP,Business Slice,6.130680616467994
1713,BestCQI,Critical Slice,100.0
1714,BestCQI,Performance Slice,88.983400033024
1715,BestCQI,Business Slice,100.0
1716,NVS,Critical Slice,0.0
1717,NVS,Performance Slice,65.9743955224192
1718,NVS,Business Slice,73.76714441386
1719,Proposed_HSRS,Critical Slice,0.0
1720,Proposed_HSRS,Performance Slice,0.0
1721,Proposed_HSRS,Business Slice,35.889115866256
1722,ADSS,Critical Slice,0.0
1723,ADSS,Performance Slice,96.52344999999998
1724,ADSS,Business Slice,69.244384309984
1725,Optimal ILP,Critical Slice,0.0
1726,Optimal ILP,Performance Slice,0.0
1727,Optimal ILP,Business Slice,0.0
1728,BestCQI,Critical Slice,100.0
1729,BestCQI,Performance Slice,86.27480316524802
1730,BestCQI,Business Slice,93.84125783056
1731,NVS,Critical Slice,0.0
1732,NVS,Performance Slice,65.97608870665599
1733,NVS,Business Slice,69.77666050624
1734,Proposed_HSRS,Critical Slice,0.0
1735,Proposed_HSRS,Performance Slice,0.0
1736,Proposed_HSRS,Business Slice,56.45564657881599
1737,ADSS,Critical Slice,0.0
1738,ADSS,Performance Slice,70.95232411580801
1739,ADSS,Business Slice,45.50959382223999
1740,Optimal ILP,Critical Slice,0.0
1741,Optimal ILP,Performance Slice,0.024704963627946726
1742,Optimal ILP,Business Slice,6.332542452607995
1743,BestCQI,Critical Slice,100.0
1744,BestCQI,Performance Slice,79.253575028896
1745,BestCQI,Business Slice,100.0
1746,NVS,Critical Slice,0.0
1747,NVS,Performance Slice,58.0624224306496
1748,NVS,Business Slice,72.750211238728
1749,Proposed_HSRS,Critical Slice,0.0
1750,Proposed_HSRS,Performance Slice,0.0
1751,Proposed_HSRS,Business Slice,70.751265343264
1752,ADSS,Critical Slice,0.0
1753,ADSS,Performance Slice,88.723787384416
1754,ADSS,Business Slice,53.92583577495999
1755,Optimal ILP,Critical Slice,0.0
1756,Optimal ILP,Performance Slice,0.10380225678562204
1757,Optimal ILP,Business Slice,13.961736529119989
1758,BestCQI,Critical Slice,100.0
1759,BestCQI,Performance Slice,79.915304727232
1760,BestCQI,Business Slice,100.0
1761,NVS,Critical Slice,0.0
1762,NVS,Performance Slice,66.91972364886401
1763,NVS,Business Slice,76.24192882136799
1764,Proposed_HSRS,Critical Slice,0.0
1765,Proposed_HSRS,Performance Slice,54.358993302112005
1766,Proposed_HSRS,Business Slice,83.86451867776
1767,ADSS,Critical Slice,0.0
1768,ADSS,Performance Slice,91.41585614886401
1769,ADSS,Business Slice,70.28565617775998
1770,Optimal ILP,Critical Slice,0.0
1771,Optimal ILP,Performance Slice,0.0697646823728518
1772,Optimal ILP,Business Slice,8.885888816883998
1773,BestCQI,Critical Slice,100.0
1774,BestCQI,Performance Slice,100.0
1775,BestCQI,Business Slice,100.0
1776,NVS,Critical Slice,0.0
1777,NVS,Performance Slice,69.9718636373056
1778,NVS,Business Slice,73.512117463444
1779,Proposed_HSRS,Critical Slice,0.0
1780,Proposed_HSRS,Performance Slice,0.0
1781,Proposed_HSRS,Business Slice,54.36745917995201
1782,ADSS,Critical Slice,0.0
1783,ADSS,Performance Slice,77.801720214976
1784,ADSS,Business Slice,74.11400004816
1785,Optimal ILP,Critical Slice,0.0
1786,Optimal ILP,Performance Slice,0.12303088691097908
1787,Optimal ILP,Business Slice,8.952604691111997
1788,BestCQI,Critical Slice,100.0
1789,BestCQI,Performance Slice,100.0
1790,BestCQI,Business Slice,100.0
1791,NVS,Critical Slice,0.0
1792,NVS,Performance Slice,62.62821620665599
1793,NVS,Business Slice,73.59536280484001
1794,Proposed_HSRS,Critical Slice,0.0
1795,Proposed_HSRS,Performance Slice,78.004895388352
1796,Proposed_HSRS,Business Slice,31.507449711040003
1797,ADSS,Critical Slice,0.0
1798,ADSS,Performance Slice,94.962953132224
1799,ADSS,Business Slice,71.754442082752
1800,Optimal ILP,Critical Slice,0.0
1801,Optimal ILP,Performance Slice,0.0
1802,Optimal ILP,Business Slice,13.088062572240004
1803,BestCQI,Critical Slice,100.0
1804,BestCQI,Performance Slice,100.0
1805,BestCQI,Business Slice,100.0
1806,NVS,Critical Slice,0.0
1807,NVS,Performance Slice,68.4316842175168
1808,NVS,Business Slice,76.38055346596
1809,Proposed_HSRS,Critical Slice,0.0
1810,Proposed_HSRS,Performance Slice,100.0
1811,Proposed_HSRS,Business Slice,52.750524942208
1812,ADSS,Critical Slice,0.0
1813,ADSS,Performance Slice,69.40311463244801
1814,ADSS,Business Slice,76.75950775832
1815,Optimal ILP,Critical Slice,0.0
1816,Optimal ILP,Performance Slice,0.0
1817,Optimal ILP,Business Slice,21.603471607712
1818,BestCQI,Critical Slice,100.0
1819,BestCQI,Performance Slice,85.74141840181599
1820,BestCQI,Business Slice,100.0
1821,NVS,Critical Slice,0.0
1822,NVS,Performance Slice,61.091987384415994
1823,NVS,Business Slice,82.040881960816
1824,Proposed_HSRS,Critical Slice,0.0
1825,Proposed_HSRS,Performance Slice,0.0
1826,Proposed_HSRS,Business Slice,63.23379040105599
1827,ADSS,Critical Slice,0.0
1828,ADSS,Performance Slice,73.50541551664
1829,ADSS,Business Slice,85.80784994220801
1830,Optimal ILP,Critical Slice,0.0
1831,Optimal ILP,Performance Slice,0.0
1832,Optimal ILP,Business Slice,18.385123224392
1833,BestCQI,Critical Slice,100.0
1834,BestCQI,Performance Slice,100.0
1835,BestCQI,Business Slice,100.0
1836,NVS,Critical Slice,0.0
1837,NVS,Performance Slice,59.550114971103994
1838,NVS,Business Slice,78.029939370952
1839,Proposed_HSRS,Critical Slice,0.0
1840,Proposed_HSRS,Performance Slice,0.0
1841,Proposed_HSRS,Business Slice,59.082106700752
1842,ADSS,Critical Slice,0.0
1843,ADSS,Performance Slice,82.65393433887999
1844,ADSS,Business Slice,80.67721087128
1845,Optimal ILP,Critical Slice,0.0
1846,Optimal ILP,Performance Slice,0.0
1847,Optimal ILP,Business Slice,24.642327320272003
1848,BestCQI,Critical Slice,100.0
1849,BestCQI,Performance Slice,92.609509396672
1850,BestCQI,Business Slice,98.15237734916799
1851,NVS,Critical Slice,0.0
1852,NVS,Performance Slice,60.48189803397761
1853,NVS,Business Slice,83.396440132336
1854,Proposed_HSRS,Critical Slice,0.0
1855,Proposed_HSRS,Performance Slice,0.0
1856,Proposed_HSRS,Business Slice,70.761141851584
1857,ADSS,Critical Slice,0.0
1858,ADSS,Performance Slice,92.570003074432
1859,ADSS,Business Slice,86.08815612960001
1860,Optimal ILP,Critical Slice,0.0
1861,Optimal ILP,Performance Slice,0.0
1862,Optimal ILP,Business Slice,24.905722223184
1863,BestCQI,Critical Slice,100.0
1864,BestCQI,Performance Slice,100.0
1865,BestCQI,Business Slice,85.015843793344
1866,NVS,Critical Slice,0.0
1867,NVS,Performance Slice,63.86306867775999
1868,NVS,Business Slice,80.248285876096
1869,Proposed_HSRS,Critical Slice,0.0
1870,Proposed_HSRS,Performance Slice,0.0
1871,Proposed_HSRS,Business Slice,78.649693648864
1872,ADSS,Critical Slice,0.0
1873,ADSS,Performance Slice,100.0
1874,ADSS,Business Slice,77.8764998796
1875,Optimal ILP,Critical Slice,0.0
1876,Optimal ILP,Performance Slice,0.0
1877,Optimal ILP,Business Slice,0.645406250000001
1878,BestCQI,Critical Slice,100.0
1879,BestCQI,Performance Slice,100.0
1880,BestCQI,Business Slice,100.0
1881,NVS,Critical Slice,0.0
1882,NVS,Performance Slice,69.2426911430848
1883,NVS,Business Slice,80.14705109512
1884,Proposed_HSRS,Critical Slice,0.0
1885,Proposed_HSRS,Performance Slice,64.035202785472
1886,Proposed_HSRS,Business Slice,73.63804367776
1887,ADSS,Critical Slice,0.0
1888,ADSS,Performance Slice,79.105426421632
1889,ADSS,Business Slice,76.80889051664
1890,Optimal ILP,Critical Slice,0.0
1891,Optimal ILP,Performance Slice,0.0886724470546906
1892,Optimal ILP,Business Slice,4.620320799371994
1893,BestCQI,Critical Slice,100.0
1894,BestCQI,Performance Slice,100.0
1895,BestCQI,Business Slice,100.0
1896,NVS,Critical Slice,0.0
1897,NVS,Performance Slice,63.45276805131521
1898,NVS,Business Slice,84.287447187064
1899,Proposed_HSRS,Critical Slice,0.0
1900,Proposed_HSRS,Performance Slice,0.0
1901,Proposed_HSRS,Business Slice,60.928318499568
1902,ADSS,Critical Slice,0.0
1903,ADSS,Performance Slice,98.156374980736
1904,ADSS,Business Slice,85.36763743257599
1905,Optimal ILP,Critical Slice,0.0
1906,Optimal ILP,Performance Slice,0.0
1907,Optimal ILP,Business Slice,24.532274188048
1908,BestCQI,Critical Slice,80.00858339754666
1909,BestCQI,Performance Slice,87.14837504128
1910,BestCQI,Business Slice,97.750965632224
1911,NVS,Critical Slice,0.0
1912,NVS,Performance Slice,60.1833436430848
1913,NVS,Business Slice,83.50755148664801
1914,Proposed_HSRS,Critical Slice,0.0
1915,Proposed_HSRS,Performance Slice,0.0
1916,Proposed_HSRS,Business Slice,78.254631148864
1917,ADSS,Critical Slice,0.0
1918,ADSS,Performance Slice,66.44226236996799
1919,ADSS,Business Slice,81.262749971104
1920,Optimal ILP,Critical Slice,0.0
1921,Optimal ILP,Performance Slice,0.007564904865465726
1922,Optimal ILP,Business Slice,0.9046656553279945
1923,BestCQI,Critical Slice,100.0
1924,BestCQI,Performance Slice,90.76188674583999
1925,BestCQI,Business Slice,93.53332072208799
1926,NVS,Critical Slice,0.0
1927,NVS,Performance Slice,64.0893829761856
1928,NVS,Business Slice,82.274392075528
1929,Proposed_HSRS,Critical Slice,0.0
1930,Proposed_HSRS,Performance Slice,0.0
1931,Proposed_HSRS,Business Slice,83.168220954688
1932,ADSS,Critical Slice,0.0
1933,ADSS,Performance Slice,100.0
1934,ADSS,Business Slice,75.96138734588799
1935,Optimal ILP,Critical Slice,0.0
1936,Optimal ILP,Performance Slice,0.0
1937,Optimal ILP,Business Slice,24.257141357488
1938,BestCQI,Critical Slice,100.0
1939,BestCQI,Performance Slice,100.0
1940,BestCQI,Business Slice,82.007725057792
1941,NVS,Critical Slice,0.0
1942,NVS,Performance Slice,61.203169263750404
1943,NVS,Business Slice,77.617240161232
1944,Proposed_HSRS,Critical Slice,0.0
1945,Proposed_HSRS,Performance Slice,0.0
1946,Proposed_HSRS,Business Slice,74.27084898577601
1947,ADSS,Critical Slice,0.0
1948,ADSS,Performance Slice,75.568206091072
1949,ADSS,Business Slice,100.0
1950,Optimal ILP,Critical Slice,0.0
1951,Optimal ILP,Performance Slice,0.0
1952,Optimal ILP,Business Slice,18.799184918231994
1953,BestCQI,Critical Slice,100.0
1954,BestCQI,Performance Slice,100.0
1955,BestCQI,Business Slice,86.505793793344
1956,NVS,Critical Slice,56.284450255466666
1957,NVS,Performance Slice,70.1863261257472
1958,NVS,Business Slice,80.704724130256
1959,Proposed_HSRS,Critical Slice,0.0
1960,Proposed_HSRS,Performance Slice,79.047577901056
1961,Proposed_HSRS,Business Slice,91.30862499999999
1962,ADSS,Critical Slice,77.9893735552
1963,ADSS,Performance Slice,100.0
1964,ADSS,Business Slice,74.80347811296001
1965,Optimal ILP,Critical Slice,0.0
1966,Optimal ILP,Performance Slice,0.0
1967,Optimal ILP,Business Slice,16.875067402039996
1968,BestCQI,Critical Slice,100.0
1969,BestCQI,Performance Slice,100.0
1970,BestCQI,Business Slice,100.0
1971,NVS,Critical Slice,56.284450255466666
1972,NVS,Performance Slice,70.77948428108802
1973,NVS,Business Slice,76.95656868498399
1974,Proposed_HSRS,Critical Slice,0.0
1975,Proposed_HSRS,Performance Slice,100.0
1976,Proposed_HSRS,Business Slice,76.81030146979201
1977,ADSS,Critical Slice,77.9893735552
1978,ADSS,Performance Slice,64.48458657246401
1979,ADSS,Business Slice,72.359734281088
1980,Optimal ILP,Critical Slice,0.0
1981,Optimal ILP,Performance Slice,0.0
1982,Optimal ILP,Business Slice,4.449950127851994
1983,BestCQI,Critical Slice,100.0
1984,BestCQI,Performance Slice,94.72107814048
1985,BestCQI,Business Slice,100.0
1986,NVS,Critical Slice,0.0
1987,NVS,Performance Slice,63.40028111996799
1988,NVS,Business Slice,85.226073361648
1989,Proposed_HSRS,Critical Slice,0.0
1990,Proposed_HSRS,Performance Slice,0.0
1991,Proposed_HSRS,Business Slice,88.90297653721599
1992,ADSS,Critical Slice,24.43645785173333
1993,ADSS,Performance Slice,84.485331119968
1994,ADSS,Business Slice,62.497281213879994
1995,Optimal ILP,Critical Slice,0.0
1996,Optimal ILP,Performance Slice,0.41616280153932106
1997,Optimal ILP,Business Slice,15.190408200415995
1998,BestCQI,Critical Slice,100.0
1999,BestCQI,Performance Slice,100.0
2000,BestCQI,Business Slice,100.0
2001,NVS,Critical Slice,56.284450255466666
2002,NVS,Performance Slice,63.7456786604224
2003,NVS,Business Slice,83.788680750112
2004,Proposed_HSRS,Critical Slice,0.0
2005,Proposed_HSRS,Performance Slice,0.0
2006,Proposed_HSRS,Business Slice,81.514249590412
2007,ADSS,Critical Slice,96.73916645262223
2008,ADSS,Performance Slice,63.810863921632
2009,ADSS,Business Slice,78.67885298774401
2010,Optimal ILP,Critical Slice,0.0
2011,Optimal ILP,Performance Slice,0.0
2012,Optimal ILP,Business Slice,18.708884701511995
2013,BestCQI,Critical Slice,100.0
2014,BestCQI,Performance Slice,92.609509396672
2015,BestCQI,Business Slice,100.0
2016,NVS,Critical Slice,56.284450255466666
2017,NVS,Performance Slice,62.899680470406395
2018,NVS,Business Slice,85.836303835816
2019,Proposed_HSRS,Critical Slice,0.0
2020,Proposed_HSRS,Performance Slice,0.0
2021,Proposed_HSRS,Business Slice,78.72494361033601
2022,ADSS,Critical Slice,77.9893735552
2023,ADSS,Performance Slice,82.00584367776
2024,ADSS,Business Slice,87.130368639232
2025,Optimal ILP,Critical Slice,0.0
2026,Optimal ILP,Performance Slice,0.41616280153932106
2027,Optimal ILP,Business Slice,27.12588125
2028,BestCQI,Critical Slice,100.0
2029,BestCQI,Performance Slice,91.553725024768
2030,BestCQI,Business Slice,100.0
2031,NVS,Critical Slice,56.284450255466666
2032,NVS,Performance Slice,64.678590545536
2033,NVS,Business Slice,85.76222958997602
2034,Proposed_HSRS,Critical Slice,0.0
2035,Proposed_HSRS,Performance Slice,59.413677002416
2036,Proposed_HSRS,Business Slice,80.39361249999999
2037,ADSS,Critical Slice,77.9893735552
2038,ADSS,Performance Slice,69.983715314368
2039,ADSS,Business Slice,68.94526551663999
2040,Optimal ILP,Critical Slice,0.0
2041,Optimal ILP,Performance Slice,0.16350654331017542
2042,Optimal ILP,Business Slice,12.746007812499998
2043,BestCQI,Critical Slice,100.0
2044,BestCQI,Performance Slice,83.4225426007
2045,BestCQI,Business Slice,94.2814703125
2046,NVS,Critical Slice,56.284450255466666
2047,NVS,Performance Slice,66.7656492579712
2048,NVS,Business Slice,86.68604087927201
2049,Proposed_HSRS,Critical Slice,0.0
2050,Proposed_HSRS,Performance Slice,84.553056062176
2051,Proposed_HSRS,Business Slice,81.654990531088
2052,ADSS,Critical Slice,100.0
2053,ADSS,Performance Slice,100.0
2054,ADSS,Business Slice,81.20631235552
2055,Optimal ILP,Critical Slice,0.0
2056,Optimal ILP,Performance Slice,0.02108289200798404
2057,Optimal ILP,Business Slice,18.066653031088
2058,BestCQI,Critical Slice,100.0
2059,BestCQI,Performance Slice,100.0
2060,BestCQI,Business Slice,100.0
2061,NVS,Critical Slice,56.284450255466666
2062,NVS,Performance Slice,63.80268053975679
2063,NVS,Business Slice,85.757644040392
2064,Proposed_HSRS,Critical Slice,0.0
2065,Proposed_HSRS,Performance Slice,0.0
2066,Proposed_HSRS,Business Slice,67.137854611648
2067,ADSS,Critical Slice,66.9840603328
2068,ADSS,Performance Slice,62.677175559111994
2069,ADSS,Business Slice,66.63485535136
2070,Optimal ILP,Critical Slice,0.0
2071,Optimal ILP,Performance Slice,0.02108289200798404
2072,Optimal ILP,Business Slice,1.4365400326319968
2073,BestCQI,Critical Slice,100.0
2074,BestCQI,Performance Slice,100.0
2075,BestCQI,Business Slice,100.0
2076,NVS,Critical Slice,0.0
2077,NVS,Performance Slice,59.3249293042048
2078,NVS,Business Slice,87.166817873032
2079,Proposed_HSRS,Critical Slice,0.0
2080,Proposed_HSRS,Performance Slice,0.0
2081,Proposed_HSRS,Business Slice,82.660988878288
2082,ADSS,Critical Slice,0.0
2083,ADSS,Performance Slice,87.516024942208
2084,ADSS,Business Slice,91.99998433888
2085,Optimal ILP,Critical Slice,0.0
2086,Optimal ILP,Performance Slice,0.009817927715768471
2087,Optimal ILP,Business Slice,18.339973339975998
2088,BestCQI,Critical Slice,100.0
2089,BestCQI,Performance Slice,82.84488130297602
2090,BestCQI,Business Slice,100.0
2091,NVS,Critical Slice,0.0
2092,NVS,Performance Slice,61.9882149248704
2093,NVS,Business Slice,88.41585030484
2094,Proposed_HSRS,Critical Slice,0.0
2095,Proposed_HSRS,Performance Slice,52.646115632224
2096,Proposed_HSRS,Business Slice,100.0
2097,ADSS,Critical Slice,0.0
2098,ADSS,Performance Slice,92.093106235552
2099,ADSS,Business Slice,73.32975384304
2100,Optimal ILP,Critical Slice,0.0
2101,Optimal ILP,Performance Slice,0.0
2102,Optimal ILP,Business Slice,19.933323368872
2103,BestCQI,Critical Slice,100.0
2104,BestCQI,Performance Slice,91.0137390625
2105,BestCQI,Business Slice,100.0
2106,NVS,Critical Slice,0.0
2107,NVS,Performance Slice,60.696360539756796
2108,NVS,Business Slice,88.357296375112
2109,Proposed_HSRS,Critical Slice,0.0
2110,Proposed_HSRS,Performance Slice,0.0
2111,Proposed_HSRS,Business Slice,78.42065142163199
2112,ADSS,Critical Slice,0.0
2113,ADSS,Performance Slice,81.590087384416
2114,ADSS,Business Slice,96.44443745184
2115,Optimal ILP,Critical Slice,0.0
2116,Optimal ILP,Performance Slice,0.0886724470546906
2117,Optimal ILP,Business Slice,3.289855797067994
2118,BestCQI,Critical Slice,100.0
2119,BestCQI,Performance Slice,100.0
2120,BestCQI,Business Slice,94.2814703125
2121,NVS,Critical Slice,56.284450255466666
2122,NVS,Performance Slice,69.89962363152641
2123,NVS,Business Slice,85.64229992776
2124,Proposed_HSRS,Critical Slice,0.0
2125,Proposed_HSRS,Performance Slice,66.01051537216
2126,Proposed_HSRS,Business Slice,86.82419523424
2127,ADSS,Critical Slice,66.9840603328
2128,ADSS,Performance Slice,76.33575603328
2129,ADSS,Business Slice,81.20631235552
2130,Optimal ILP,Critical Slice,0.0
2131,Optimal ILP,Performance Slice,0.0
2132,Optimal ILP,Business Slice,13.108216912987999
2133,BestCQI,Critical Slice,100.0
2134,BestCQI,Performance Slice,100.0
2135,BestCQI,Business Slice,100.0
2136,NVS,Critical Slice,0.0
2137,NVS,Performance Slice,70.1338392926464
2138,NVS,Business Slice,87.81055812095201
2139,Proposed_HSRS,Critical Slice,0.0
2140,Proposed_HSRS,Performance Slice,0.0
2141,Proposed_HSRS,Business Slice,69.416518523648
2142,ADSS,Critical Slice,0.0
2143,ADSS,Performance Slice,83.750232729424
2144,ADSS,Business Slice,67.14984748468001
2145,Optimal ILP,Critical Slice,0.0
2146,Optimal ILP,Performance Slice,0.0886724470546906
2147,Optimal ILP,Business Slice,12.686346651055993
2148,BestCQI,Critical Slice,100.0
2149,BestCQI,Performance Slice,100.0
2150,BestCQI,Business Slice,100.0
2151,NVS,Critical Slice,0.0
2152,NVS,Performance Slice,64.7542167637504
2153,NVS,Business Slice,87.572462398864
2154,Proposed_HSRS,Critical Slice,0.0
2155,Proposed_HSRS,Performance Slice,0.0
2156,Proposed_HSRS,Business Slice,100.0
2157,ADSS,Critical Slice,0.0
2158,ADSS,Performance Slice,77.82147321716799
2159,ADSS,Business Slice,69.08635919439999
2160,Optimal ILP,Critical Slice,0.0
2161,Optimal ILP,Performance Slice,0.0
2162,Optimal ILP,Business Slice,24.453212667583998
2163,BestCQI,Critical Slice,100.0
2164,BestCQI,Performance Slice,98.875482816112
2165,BestCQI,Business Slice,100.0
2166,NVS,Critical Slice,0.0
2167,NVS,Performance Slice,61.09650244220799
2168,NVS,Business Slice,85.485333092056
2169,Proposed_HSRS,Critical Slice,0.0
2170,Proposed_HSRS,Performance Slice,0.0
2171,Proposed_HSRS,Business Slice,55.874810664192
2172,ADSS,Critical Slice,0.0
2173,ADSS,Performance Slice,72.40347327495999
2174,ADSS,Business Slice,70.45849597636
2175,Optimal ILP,Critical Slice,0.0
2176,Optimal ILP,Performance Slice,0.0
2177,Optimal ILP,Business Slice,14.992475167583999
2178,BestCQI,Critical Slice,100.0
2179,BestCQI,Performance Slice,100.0
2180,BestCQI,Business Slice,100.0
2181,NVS,Critical Slice,0.0
2182,NVS,Performance Slice,69.22350235552
2183,NVS,Business Slice,88.52731434928
2184,Proposed_HSRS,Critical Slice,0.0
2185,Proposed_HSRS,Performance Slice,0.0
2186,Proposed_HSRS,Business Slice,69.00546542032001
2187,ADSS,Critical Slice,0.0
2188,ADSS,Performance Slice,100.0
2189,ADSS,Business Slice,74.9382225208
2190,Optimal ILP,Critical Slice,0.0
